"Scan_Results","04/13/2026 at 23:07:25 (GMT-0400)"
"neonray","1512 Bluebonnet Ln","","","","United States of America","78704"
"HD Moore","username","Manager"

"Launch Date","Active Hosts","Total Hosts","Type","Status","Reference","Scanner Appliance","Duration","Scan Title","Asset Groups","IPs","Excluded IPs","Option Profile","Network","FQDN"
"04/13/2026 at 08:00:45 (GMT-0400)","4","4","Scheduled (default option profile)","Finished","scan/1776081645.76234","Qualys-VMDR-Lab (Scanner 14.16.11-1, Vulnerability Signatures 2.6.578-2)","01:17:21","Neonray Scan Daily","","10.114.128.21-10.114.128.23,10.114.128.32","","Initial Options","Neonray",""

"IP","DNS","NetBIOS","OS","IP Status","QID","Title","Type","Severity","Port","Protocol","FQDN","SSL","CVE ID","Vendor Reference","Bugtraq ID","Threat","Impact","Solution","Exploitability","Associated Malware","Results","PCI Vuln","Instance","Category"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","45039","Host Names Found","Ig","1","","","","","","","","The following host names were discovered for this computer using various methods such as DNS look up, NetBIOS query, and SQL server name query.","N/A","N/A","","","Host Name	Source
WIN2022-ADC01.corp.neonray.biz	NTLM DNS
WIN2022-ADC01	NTLM NetBIOS","no","","Information gathering"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","45038","Host Scan Time - Scanner","Ig","1","","","","","","","","The Host Scan Time is the period of time it takes the scanning engine to perform the vulnerability assessment of a single target host. The Host Scan Time for this host is reported in the Result section below. 
 
The Host Scan Time does not have a direct correlation to the Duration time as displayed in the Report Summary section of a scan results report. The Duration is the period of time it takes the service to perform a scan task. The Duration includes the time it takes the service to scan all hosts, which may involve parallel scanning. It also includes the time it takes for a scanner appliance to pick up the scan task and transfer the results back to the service's Secure Operating Center. Further, when a scan task is distributed across multiple scanners, the Duration includes the time it takes to perform parallel host scanning on all scanners.","N/A","N/A","","","Scan duration: 2355 seconds
Start time: Mon, Apr 13 2026, 12:03:46 GMT
End time: Mon, Apr 13 2026, 12:43:01 GMT","no","","Information gathering"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","45023","Active Directory / Windows Network Enumeration Through DNS Service Locator Records","Ig","1","","","","","","","","The DNS server is participating in an Active Directory (Windows Network) domain. The server provides Service Locator Resource Records (SRV RR) to clients requesting them. These SRV RRs contain host names and port numbers for the Windows domain services like Domain Controllers, Global Catalog, Kerberos KDC, Kerberos ""passwd"" services. These services are required by a domain based on Active Directories, and are used by participating workstations during boot up and authentication.
 
This module gathers information from these SRV RRs about the Active Directory domain.","Information gathered may be used to better map the network. Services listed are critical for the Active Directory based network to be available.","An effective firewall scheme can be used to shield the DNS server from non-participating or external hosts from querying the DNS server for these records.","","","DC LDAP: Host = win2022-adc02.corp.neonray.biz, Port = 389 (TCP)
DC LDAP: Host = win2022-adc01.corp.neonray.biz, Port = 389 (TCP)
PDC LDAP: Host = win2022-adc02.corp.neonray.biz, Port = 389 (TCP)
Global Catalog LDAP: Host = win2022-adc02.corp.neonray.biz, Port = 3268 (TCP)
Global Catalog LDAP: Host = win2022-adc01.corp.neonray.biz, Port = 3268 (TCP)
DC Kerberos KDC: Host = win2022-adc01.corp.neonray.biz, Port = 88 (TCP)
DC Kerberos KDC: Host = win2022-adc02.corp.neonray.biz, Port = 88 (TCP)
LDAP: Host = win2022-adc02.corp.neonray.biz, Port = 389 (TCP)
LDAP: Host = win2022-adc01.corp.neonray.biz, Port = 389 (TCP)
Global Catalog: Host = win2022-adc02.corp.neonray.biz, Port = 3268 (TCP)
Global Catalog: Host = win2022-adc01.corp.neonray.biz, Port = 3268 (TCP)
Kerberos KDC: Host = win2022-adc01.corp.neonray.biz, Port = 88 (TCP)
Kerberos KDC: Host = win2022-adc02.corp.neonray.biz, Port = 88 (TCP)
Kerberos KDC: Host = win2022-adc01.corp.neonray.biz, Port = 88 (UDP)
Kerberos KDC: Host = win2022-adc02.corp.neonray.biz, Port = 88 (UDP)
Kpasswd: Host = win2022-adc01.corp.neonray.biz, Port = 464 (TCP)
Kpasswd: Host = win2022-adc02.corp.neonray.biz, Port = 464 (TCP)
Kpasswd: Host = win2022-adc02.corp.neonray.biz, Port = 464 (UDP)
Kpasswd: Host = win2022-adc01.corp.neonray.biz, Port = 464 (UDP)","no","","Information gathering"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","45022","Microsoft Windows Active Directory / Domain Controller Present","Ig","1","389","tcp","","","","","","Active Directory is present on the remote system. The system is running as a Domain Controller.","","","","","","no","","Information gathering"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","45022","Microsoft Windows Active Directory / Domain Controller Present","Ig","1","636","tcp","","over ssl","","","","Active Directory is present on the remote system. The system is running as a Domain Controller.","","","","","","no","","Information gathering"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","45016","LDAP Information Gathering","Ig","1","","","","","","","","RootDSE is a standard attribute defined in the LDAP Version 3.0 specification. RootDSE contains information about the directory server, including its capabilities and configuration. The search response will contain a standard set of information, which is defined in the following RFC:
 
RFC 2251-Lightweight Directory Access Protocol(v3) (http://www.cis.ohio-state.edu/htbin/rfc/rfc2251.html)
 
The root DSE (DSA-Specific Entry) data can be retrieved from an LDAPv3 server by performing a base-level search with a null BaseDN and filter ObjectClass=*. The root DSE publishes information about the LDAP server, including which LDAP versions it supports, any supported SASL mechanisms, supported controls, and the DN for its subschemaSubentry. In addition to server information, operational attributes may be exposed that allow for extended administration functionality.","The information gathered can be used to launch further attacks against the system or network hosting the LDAP service.","N/A","","","domainFunctionality: 7
forestFunctionality: 7
domainControllerFunctionality: 7
rootDomainNamingContext: DC=corp,DC=neonray,DC=biz
ldapServiceName: corp.neonray.biz:win2022-adc01$@CORP.NEONRAY.BIZ
isGlobalCatalogReady: TRUE
supportedSASLMechanisms: GSSAPI
supportedSASLMechanisms: GSS-SPNEGO
supportedSASLMechanisms: EXTERNAL
supportedSASLMechanisms: DIGEST-MD5
supportedLDAPVersion: 3
supportedLDAPVersion: 2
supportedLDAPPolicies: MaxPoolThreads
supportedLDAPPolicies: MaxPercentDirSyncRequests
supportedLDAPPolicies: MaxDatagramRecv
supportedLDAPPolicies: MaxReceiveBuffer
supportedLDAPPolicies: MaxPreAuthReceiveBuffer
supportedLDAPPolicies: InitRecvTimeout
supportedLDAPPolicies: MaxConnections
supportedLDAPPolicies: MaxConnIdleTime
supportedLDAPPolicies: MaxPageSize
supportedLDAPPolicies: MaxBatchReturnMessages
supportedLDAPPolicies: MaxQueryDuration
supportedLDAPPolicies: MaxDirSyncDuration
supportedLDAPPolicies: MaxTempTableSize
supportedLDAPPolicies: MaxResultSetSize
supportedLDAPPolicies: MinResultSets
supportedLDAPPolicies: MaxResultSetsPerConn
supportedLDAPPolicies: MaxNotificationPerConn
supportedLDAPPolicies: MaxValRange
supportedLDAPPolicies: MaxValRangeTransitive
supportedLDAPPolicies: ThreadMemoryLimit
supportedLDAPPolicies: SystemMemoryLimitPercent
supportedControl: 1.2.840.113556.1.4.319
supportedControl: 1.2.840.113556.1.4.801
supportedControl: 1.2.840.113556.1.4.473
supportedControl: 1.2.840.113556.1.4.528
supportedControl: 1.2.840.113556.1.4.417
supportedControl: 1.2.840.113556.1.4.619
supportedControl: 1.2.840.113556.1.4.841
supportedControl: 1.2.840.113556.1.4.529
supportedControl: 1.2.840.113556.1.4.805
supportedControl: 1.2.840.113556.1.4.521
supportedControl: 1.2.840.113556.1.4.970
supportedControl: 1.2.840.113556.1.4.1338
supportedControl: 1.2.840.113556.1.4.474
supportedControl: 1.2.840.113556.1.4.1339
supportedControl: 1.2.840.113556.1.4.1340
supportedControl: 1.2.840.113556.1.4.1413
supportedControl: 2.16.840.1.113730.3.4.9
supportedControl: 2.16.840.1.113730.3.4.10
supportedControl: 1.2.840.113556.1.4.1504
supportedControl: 1.2.840.113556.1.4.1852
supportedControl: 1.2.840.113556.1.4.802
supportedControl: 1.2.840.113556.1.4.1907
supportedControl: 1.2.840.113556.1.4.1948
supportedControl: 1.2.840.113556.1.4.1974
supportedControl: 1.2.840.113556.1.4.1341
supportedControl: 1.2.840.113556.1.4.2026
supportedControl: 1.2.840.113556.1.4.2064
supportedControl: 1.2.840.113556.1.4.2065
supportedControl: 1.2.840.113556.1.4.2066
supportedControl: 1.2.840.113556.1.4.2090
supportedControl: 1.2.840.113556.1.4.2205
supportedControl: 1.2.840.113556.1.4.2204
supportedControl: 1.2.840.113556.1.4.2206
supportedControl: 1.2.840.113556.1.4.2211
supportedControl: 1.2.840.113556.1.4.2239
supportedControl: 1.2.840.113556.1.4.2255
supportedControl: 1.2.840.113556.1.4.2256
supportedControl: 1.2.840.113556.1.4.2309
supportedControl: 1.2.840.113556.1.4.2330
supportedControl: 1.2.840.113556.1.4.2354
supportedCapabilities: 1.2.840.113556.1.4.800
supportedCapabilities: 1.2.840.113556.1.4.1670
supportedCapabilities: 1.2.840.113556.1.4.1791
supportedCapabilities: 1.2.840.113556.1.4.1935
supportedCapabilities: 1.2.840.113556.1.4.2080
supportedCapabilities: 1.2.840.113556.1.4.2237
subschemaSubentry: CN=Aggregate,CN=Schema,CN=Configuration,DC=corp,DC=neonra
y,DC=biz
serverName: CN=WIN2022-ADC01,CN=Servers,CN=Default-First-Site-Name,CN=Sites,
CN=Configuration,DC=corp,DC=neonray,DC=biz
schemaNamingContext: CN=Schema,CN=Configuration,DC=corp,DC=neonray,DC=biz
namingContexts: DC=corp,DC=neonray,DC=biz
namingContexts: CN=Configuration,DC=corp,DC=neonray,DC=biz
namingContexts: CN=Schema,CN=Configuration,DC=corp,DC=neonray,DC=biz
namingContexts: DC=DomainDnsZones,DC=corp,DC=neonray,DC=biz
namingContexts: DC=ForestDnsZones,DC=corp,DC=neonray,DC=biz
isSynchronized: TRUE
highestCommittedUSN: 1763326
dsServiceName: CN=NTDS Settings,CN=WIN2022-ADC01,CN=Servers,CN=Default-First
-Site-Name,CN=Sites,CN=Configuration,DC=corp,DC=neonray,DC=biz
dnsHostName: WIN2022-ADC01.corp.neonray.biz
defaultNamingContext: DC=corp,DC=neonray,DC=biz
currentTime: 20260413123759.0Z
configurationNamingContext: CN=Configuration,DC=corp,DC=neonray,DC=biz","no","","Information gathering"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","45006","Traceroute","Ig","1","","","","","","","","Traceroute describes the path in realtime from the scanner to the remote host being contacted. It reports the IP addresses of all the routers in between.","","","","","Hops	IP	Round Trip Time	Probe	Port
1	192.168.0.1	0.23ms	ICMP	 
2	10.114.128.21	0.47ms	ICMP","no","","Information gathering"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","42350","TLS Secure Renegotiation Extension Support Information","Ig","1","3269","tcp","","over ssl","","","","Secure Socket Layer (SSL) and Transport Layer Security (TLS) renegotiation are vulnerable to an attack in which the attacker forms a TLS connection with the target server, injects content of his choice, and then splices in a new TLS connection from a client. The server treats the client's initial TLS handshake as a renegotiation and thus believes that the initial data transmitted by the attacker is from the same entity as the subsequent client data. TLS protocol was extended to cryptographically tierenegotiations to the TLS connections they are being performed over. This is referred to as TLS secure renegotiation extension. This detection determines whether the TLS secure renegotiation extension is supported by the server or not.","N/A","N/A","","","TLS Secure Renegotiation Extension Status: supported.","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","42350","TLS Secure Renegotiation Extension Support Information","Ig","1","3389","tcp","","over ssl","","","","Secure Socket Layer (SSL) and Transport Layer Security (TLS) renegotiation are vulnerable to an attack in which the attacker forms a TLS connection with the target server, injects content of his choice, and then splices in a new TLS connection from a client. The server treats the client's initial TLS handshake as a renegotiation and thus believes that the initial data transmitted by the attacker is from the same entity as the subsequent client data. TLS protocol was extended to cryptographically tierenegotiations to the TLS connections they are being performed over. This is referred to as TLS secure renegotiation extension. This detection determines whether the TLS secure renegotiation extension is supported by the server or not.","N/A","N/A","","","TLS Secure Renegotiation Extension Status: supported.","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","42350","TLS Secure Renegotiation Extension Support Information","Ig","1","636","tcp","","over ssl","","","","Secure Socket Layer (SSL) and Transport Layer Security (TLS) renegotiation are vulnerable to an attack in which the attacker forms a TLS connection with the target server, injects content of his choice, and then splices in a new TLS connection from a client. The server treats the client's initial TLS handshake as a renegotiation and thus believes that the initial data transmitted by the attacker is from the same entity as the subsequent client data. TLS protocol was extended to cryptographically tierenegotiations to the TLS connections they are being performed over. This is referred to as TLS secure renegotiation extension. This detection determines whether the TLS secure renegotiation extension is supported by the server or not.","N/A","N/A","","","TLS Secure Renegotiation Extension Status: supported.","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38706","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Protocol Properties","Ig","1","3269","tcp","","over ssl","","","","The following is a list of detected SSL/TLS protocol properties.","Items include:  
 Extended Master Secret: indicates whether the extended_master_secret extension is supported or required by the server. This extension enhances security and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Encrypt Then MAC: indicates whether the encrypt_then_mac extension is supported or required by the server. This extension enhances the security of non-AEAD ciphers and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Heartbeat: indicates whether the heartbeat extension is supported. It is not recommended to enable this, except for DTLS. Applicable to TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2 
 Truncated HMAC: indicates whether the truncated_hmac extension is supported. This can degrade security and is not recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Cipher priority: indicates whether client, server or both determine the priority of ciphers. Having the server determine the priority is recommended. Applicable to SSLv3, TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2","N/A","","","NAME	STATUS
TLSv1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.2	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.3	 
Heartbeat	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38706","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Protocol Properties","Ig","1","3389","tcp","","over ssl","","","","The following is a list of detected SSL/TLS protocol properties.","Items include:  
 Extended Master Secret: indicates whether the extended_master_secret extension is supported or required by the server. This extension enhances security and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Encrypt Then MAC: indicates whether the encrypt_then_mac extension is supported or required by the server. This extension enhances the security of non-AEAD ciphers and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Heartbeat: indicates whether the heartbeat extension is supported. It is not recommended to enable this, except for DTLS. Applicable to TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2 
 Truncated HMAC: indicates whether the truncated_hmac extension is supported. This can degrade security and is not recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Cipher priority: indicates whether client, server or both determine the priority of ciphers. Having the server determine the priority is recommended. Applicable to SSLv3, TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2","N/A","","","NAME	STATUS
TLSv1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.2	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38706","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Protocol Properties","Ig","1","636","tcp","","over ssl","","","","The following is a list of detected SSL/TLS protocol properties.","Items include:  
 Extended Master Secret: indicates whether the extended_master_secret extension is supported or required by the server. This extension enhances security and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Encrypt Then MAC: indicates whether the encrypt_then_mac extension is supported or required by the server. This extension enhances the security of non-AEAD ciphers and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Heartbeat: indicates whether the heartbeat extension is supported. It is not recommended to enable this, except for DTLS. Applicable to TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2 
 Truncated HMAC: indicates whether the truncated_hmac extension is supported. This can degrade security and is not recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Cipher priority: indicates whether client, server or both determine the priority of ciphers. Having the server determine the priority is recommended. Applicable to SSLv3, TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2","N/A","","","NAME	STATUS
TLSv1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.2	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.3	 
Heartbeat	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38704","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Key Exchange Methods","Ig","1","3269","tcp","","over ssl","","","","The following is a list of SSL/TLS key exchange methods supported by the server, along with their respective key sizes, strengths and ciphers.","N/A","N/A","","","CIPHER	NAME	GROUP	KEY-SIZE	FORWARD-SECRET	CLASSICAL-STRENGTH	QUANTUM-STRENGTH
TLSv1	 	 	 	 	 	 
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.1	 	 	 	 	 	 
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.2	 	 	 	 	 	 
AES256-SHA256	RSA	 	2048	no	110	low
AES128-SHA256	RSA	 	2048	no	110	low
AES256-GCM-SHA384	RSA	 	2048	no	110	low
AES128-GCM-SHA256	RSA	 	2048	no	110	low
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
DHE-RSA-AES256-GCM-SHA384	DHE	 	2048	yes	110	low
DHE-RSA-AES128-GCM-SHA256	DHE	 	2048	yes	110	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA384	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA384	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA384	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.3	 	 	 	 	 	 
TLS13-AES-128-GCM-SHA256	ECDHE	x25519	256	yes	128	low
TLS13-AES-128-GCM-SHA256	ECDHE	secp256r1	256	yes	128	low
TLS13-AES-128-GCM-SHA256	ECDHE	secp384r1	384	yes	192	low
TLS13-AES-256-GCM-SHA384	ECDHE	secp384r1	384	yes	192	low
TLS13-AES-256-GCM-SHA384	ECDHE	x25519	256	yes	128	low
TLS13-AES-256-GCM-SHA384	ECDHE	secp256r1	256	yes	128	low","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38704","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Key Exchange Methods","Ig","1","3389","tcp","","over ssl","","","","The following is a list of SSL/TLS key exchange methods supported by the server, along with their respective key sizes, strengths and ciphers.","N/A","N/A","","","CIPHER	NAME	GROUP	KEY-SIZE	FORWARD-SECRET	CLASSICAL-STRENGTH	QUANTUM-STRENGTH
TLSv1	 	 	 	 	 	 
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.1	 	 	 	 	 	 
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.2	 	 	 	 	 	 
AES256-SHA256	RSA	 	2048	no	110	low
AES128-SHA256	RSA	 	2048	no	110	low
AES256-GCM-SHA384	RSA	 	2048	no	110	low
AES128-GCM-SHA256	RSA	 	2048	no	110	low
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
DHE-RSA-AES256-GCM-SHA384	DHE	 	2048	yes	110	low
DHE-RSA-AES128-GCM-SHA256	DHE	 	2048	yes	110	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA384	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA384	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA384	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low","no","","General remote services"
